Unnamed: 0,rating,review,clean_review
1525,1,No proper packaging of food.,proper packaging food
1526,1,Kindly issue us a refund for an order which is written something else and comes out to be something else.,kindly issue us refund order written something else comes something else
1527,4,ok,ok
1528,1,very good 👍 sarvice ,good sarvice
1529,3,"The order was not good and it all went waste , we wasted our money it seems!",order good went waste wasted money seems
1530,1,paneer was stale nd bad in taste so dry hard to chew will never order again from.Table talk ,paneer stale nd bad taste dry hard chew never order fromtable talk
1531,1,Truly worth it,truly worth
1532,4,They followed instructions.<br/>I didn’t had any cutlery with me to eat. They packed very well and sent to me. <br/>Thank You.,followed instructionsbri didnt cutlery eat packed well sent brthank
1533,4,chutney's are 1spoon only with dosa bit broken from first side,chutneys spoon dosa bit broken first side
1534,3,amazing test tha ..   itna testi khbi nhi khya ,amazing test tha itna testi khbi nhi khya
1535,2,"I told them to follow instructions but they didn’t and they never do , I told them to not put onion garlic yet they didn’t read instructions",told follow instructions didnt never told put onion garlic yet didnt read instructions
1536,1,packing nd taste is 👍 ,packing nd taste
1537,5,sambhar is missing ,sambhar missing
1538,5,packing thik se pack kare rider jab bike chalata hai to sab kharab ho jata hai ,packing thik se pack kare rider jab bike chalata hai sab kharab ho jata hai
1539,5,Please note what the orders,please note orders
1540,1,taste was good 👍 ,taste good
1541,4,I tried first time n it is awesome,tried first time n awesome
1542,1,packing was awesome taste was average ,packing awesome taste average
1543,1,Aloo bhaaji was tasting foul,aloo bhaaji tasting foul
1544,5,Good,good
1545,3,mysore masala order kiya tha <br/>masala dosa àya,mysore masala order kiya tha brmasala dosa ya
1546,5,sambar and coconut chutney less quantity ,sambar coconut chutney less quantity
1547,5,papad is missing,papad missing
1548,5,Sambhar quantity is less<br/>Rest all is good,sambhar quantity lessbrrest good
1549,1,sambhar khatta tha ..not as usual.. sometimes tasty and when  order with craving..it destroys with cruelty,sambhar khatta tha usual sometimes tasty order cravingit destroys cruelty
1550,2,"There were whole peppercorns in the dosa which is what ruined the entire dosa. Also too many onions. The rava masala dosa itself is so good but the aforementioned kinda ruined it. The star was coconut chutney, it’s amaZing keep it up. The sambhar needs improvement.",whole peppercorns dosa ruined entire dosa also many onions rava masala dosa good aforementioned kinda ruined star coconut chutney amazing keep sambhar needs improvement
1551,1,"Sometimes they don't follow the instructions, we have to call and tell aggresively to add extra Items.<br/>but Best Packaging and Fresh Food.",sometimes dont follow instructions call tell aggresively add extra itemsbrbut best packaging fresh food
1552,5,Everything was very Good and the Quantity is also enough for 2 peoples<br/>Really proper and pure South Indian taste after a long long time👍👍,everything good quantity also enough peoplesbrreally proper pure south indian taste long long time
1553,5,no olives this time ,olives time
1554,5,The food overall was not upto the mark. The gravy was too thin and the starter were not out of box they were below average,food overall upto mark gravy thin starter box average
1555,1,"quantity is lesser, you can increase portion size",quantity lesser increase portion size
1556,4,ordered chicken tikka masala. the taste of the gravy was good. but chicken was a but uncooked and raw. quality of chicken ws also not good.,ordered chicken tikka masala taste gravy good chicken uncooked raw quality chicken ws also good
1557,1,we been having butter chicken at this place since the longest time. the taste was completely off. Not worth ordering at home.,butter chicken place since longest time taste completely worth ordering home
1558,3,Not full quality in the box<br/>just 2 to 4 piece i have received ,full quality boxbrjust piece received
1559,2,I told not to send the bill still you sent the bill sticking on the box.,told send bill still sent bill sticking box
1560,5,food was good. quantity was not as per price . ,food good quantity per price
1561,4,Good packaging &amp; good quality food. Overall nice experience,good packaging amp good quality food overall nice experience
1562,1,"worst experience my total order bill was 358 rs which was charged from zomato that is for two people what the hell is wrong with these people charging so much and it was fully oily and no chicken piece , please dont order or else you will regret",worst experience total order bill rs charged zomato two people hell wrong people charging much fully oily chicken piece please dont order else regret
1563,2,Chicken pcs in biryani was uncooked,chicken pcs biryani uncooked
1564,4,fried rice was tasteless<br/>chicken was bland,fried rice tastelessbrchicken bland
1565,5,Didn’t read comments of my order though food was good,didnt read comments order though food good
1566,5,Quantity was less than expected. ,quantity less expected
1567,5,Very Late delivery and not good  packaging an requested to restaurant for little onion slice but they won’t sent,late delivery good packaging requested restaurant little onion slice wont sent
1568,1,very less portion and chicken ,less portion chicken
1569,3,Mutton rogan josh was oily try to use less oil,mutton rogan josh oily try use less oil
1570,1,I wast my money...only 4 pice chiken this dish....test was not good...my 350 rs is wast....pls dont buy...😡😡😡😡,wast moneyonly pice chiken dishtest goodmy rs wastpls dont buy
1571,2,quantity was less,quantity less
1572,1,qty served was too less recommend to eat at restaurant,qty served less recommend eat restaurant
1573,1,delivery boys is  very good.,delivery boys good
1574,1,Less qty,less qty
1575,4,the garlic bread is burnt !!<br/>pastas are bland. no flavour ,garlic bread burnt brpastas bland flavour
1576,1,bad experience ,bad experience
1577,5,as always good food,always good food
1578,1,quantity and quality is very low and even the taste also bad smell is coming from food <br/>I need my money refund now,quantity quality low even taste also bad smell coming food bri need money refund
1579,3,pls gve d quantity ,pls gve quantity
1580,5,worst food<br/>&amp; the quantity was to less.<br/>,worst foodbramp quantity lessbr
1581,5,Very small quantity of food compared to the price tag Rs299.,small quantity food compared price tag rs
1582,5,Not worthy<br/>,worthybr
1583,1,quantity is very small,quantity small
1584,1,good ,good
1585,5,good ,good
1586,5,It’s very good.,good
1587,4,ok,ok
1588,2,Tasteless,tasteless
1589,1,due to late delivery ,due late delivery
1590,1,good delivery 😊,good delivery
1591,5,it's 😋,
1592,1,Good test 🥰,good test
1593,1,good ,good
1594,3,Manchurian Quality was not good ,manchurian quality good
1595,1,nice taste delevery man is also very nice food is also nice &amp; hot,nice taste delevery man also nice food also nice amp hot
1596,5,Everything is bad,everything bad
1597,5,bill not given by restaurant.<br/>no zomato seal on order.<br/>it is dilama that order is actual from restaurant or not ?,bill given restaurantbrno zomato seal orderbrit dilama order actual restaurant
1598,5,awesome ,awesome
1599,5,Not so good! <br/>why cabbage in Frankie 😵‍💫,good brwhy cabbage frankie
1600,3,I am not happy your food packaging,happy food packaging
1601,5,I will never add from here again.,never add
1602,5,loved it,loved
1603,5,Packing very bad,packing bad
1604,1,Cheese maza aa gya value for money,cheese maza aa gya value money
1605,5,very good item and hot item deliver . <br/>very good package<br/><br/>,good item hot item deliver brvery good packagebrbr
1606,4,"thank You, it was nice",thank nice
1607,5,it's too much yummy 😋<br/>thanks for making it as per instruction I given on call.,much yummy brthanks making per instruction given call
1608,5,ketchup not therr,ketchup therr
1609,4,yummy frankie,yummy frankie
1610,4,allo ki tiki hoti he na ki aloka mava bharte he 🤬,allo ki tiki hoti na ki aloka mava bharte
1611,1,Not a send ketchup with frankie and packing is very poor arriving frankie in transparent plastic bag very disappointed,send ketchup frankie packing poor arriving frankie transparent plastic bag disappointed
1612,1,🤩,
1613,5,perfect test ,perfect test
1614,1,packaging was worst 👎,packaging worst
1615,5,good,good
1616,1,good,good
1617,1,I don't even get catch-up with it.🙄 Very disappointed with this. ,dont even get catchup disappointed
1618,5,aflatun,aflatun
1619,1,worthy it was ...,worthy
1620,5,😋🤤,
1621,5,If i am paying for customization then things need to given too,paying customization things need given
1622,5,my name was not written ,name written
1623,3,great packaging for home delivery ,great packaging home delivery
1624,1,worst service n taste,worst service n taste
1625,1,Enjoyed the cappuccino as always! Packaging was brilliant and delivery was on time.,enjoyed cappuccino always packaging brilliant delivery time
1626,5,Pleaase provide proper packing,pleaase provide proper packing
1627,5,Chai tea latte tasted like diluted milk.!!! There was  no flavor at all.<br/>Java chip Frappuccino tasted like bubble gum flavored Frappuccino..!!!,chai tea latte tasted like diluted milk flavor allbrjava chip frappuccino tasted like bubble gum flavored frappuccino
1628,4,Please add the option for classic cold coffee in the menu. It’s a request.,please add option classic cold coffee menu request
